Lịch ID,Fitness
1985,5.0
1986,3.6666666666666665
1987,3.8
1988,5.4
1989,2.2
1990,5.4
1991,3.0
1992,4.2
1993,3.8
1994,3.8
1995,3.4
1996,5.0
1997,5.0
1998,3.4
1999,4.2
2000,3.4
2001,4.2
2002,4.2
2003,4.6
2004,5.8
2005,4.2
2006,4.2
2007,3.8
2008,5.4
2009,3.0
2010,3.8
2011,6.6
2012,4.6
2013,2.6
2014,3.4
2015,4.6
2016,4.2
2017,3.8
2018,3.8
2019,2.6
2020,4.6
2021,3.4
2022,3.8
2023,4.2
2024,4.6
2025,3.0
2026,4.6
2027,4.2
2028,4.6
2029,4.2
2030,3.8
2031,4.6
2032,4.6
2033,3.4
2034,3.8
2035,3.0
2036,3.8
2037,3.0
2038,5.0
2039,5.0
2040,3.0
2041,3.4
2042,4.6
2043,5.4
2044,5.0
2045,3.8
2046,5.8
2047,4.6
2048,4.2
2049,4.6
2050,4.6
2051,4.666666666666667
2052,3.4
2053,5.0
2054,4.2
2055,4.6
2056,3.8
2057,3.4
2058,5.0
2059,3.0
2060,4.6
2061,4.2
2062,4.2
2063,3.3333333333333335
2064,4.6
2065,4.6
2066,4.2
2067,3.4
2068,4.2
2069,3.8
2070,4.2
2071,4.2
2072,5.8
2073,5.0
2074,5.8
2075,4.6
2076,4.2
