Generation,Best Fitness
1,2.9597460000000004
2,2.9597460000000004
3,2.9597460000000004
4,2.9597460000000004
5,2.9597460000000004
6,2.9597460000000004
7,2.9597460000000004
8,2.9597460000000004
9,2.9597460000000004
10,2.9597460000000004
